timestamp, xMetersPerSecSquared, yMetersPerSecSquared, zMetersPerSecSquared
16-07-21 14:47:12.471,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:12.563,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:12.632,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:12.697,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:12.806,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:12.808,0.7278373, -0.4213795, 8.925584
16-07-21 14:47:12.937,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:13.028,0.80445176, -0.49799395, 8.925584
16-07-21 14:47:13.096,0.7278373, -0.4213795, 8.887277
16-07-21 14:47:13.165,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:13.272,0.7278373, -0.38307226, 8.963891
16-07-21 14:47:13.340,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:13.419,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:13.512,0.7278373, -0.49799395, 9.040505
16-07-21 14:47:13.518,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:13.663,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:13.666,0.80445176, -0.45968673, 8.887277
16-07-21 14:47:13.824,0.80445176, -0.4213795, 8.925584
16-07-21 14:47:13.891,0.80445176, -0.4213795, 9.002198
16-07-21 14:47:14.002,0.80445176, -0.4213795, 8.925584
16-07-21 14:47:14.004,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:14.139,0.7278373, -0.4213795, 8.848969
16-07-21 14:47:14.239,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:14.241,0.7278373, -0.45968673, 8.925584
16-07-21 14:47:14.373,0.80445176, -0.45968673, 9.002198
16-07-21 14:47:14.467,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:14.469,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:14.602,0.7278373, -0.4213795, 9.002198
16-07-21 14:47:14.696,0.7661445, -0.49799395, 8.925584
16-07-21 14:47:14.699,0.7278373, -0.45968673, 8.963891
16-07-21 14:47:14.832,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:14.930,0.7661445, -0.45968673, 8.925584
